id,title,average_rating,std_rating
yGnsH3gQ6U,Image and Video Tokenization with Binary Spherical Quantization,6.0,0.0
yFEqYwgttJ,MDSGen: Fast and Efficient Masked Diffusion Temporal-Aware Transformers for Open-Domain Sound Generation,6.0,0.0
yD2JMeKumt,DOTA: Distributional Test-Time Adaptation of Vision-Language Models,6.0,0.0
yCN4yI6zhH,GPromptShield: Elevating Resilience in Graph Prompt Tuning Against Adversarial Attacks,6.0,0.0
yCEf1cJDGh,Truthful Aggregation of LLMs with an Application to Online Advertising,5.25,0.4330127018922193
y9tQNJ2n1y,CASE-Bench: Context-Aware Safety Evaluation Benchmark for Large Language Models,5.25,0.4330127018922193
y1UHa9sl2w,OntoFAR: Hierarchical Multi-Ontology Fusion Better Augments EHR Representation,5.4,0.4898979485566356
xy6B5Fh2v7,Astute RAG: Overcoming  Imperfect Retrieval Augmentation and Knowledge Conflicts for Large Language Models,5.25,0.4330127018922193
xvsNb5y9CN,Sample-Imagined Generator: Efficient Virtual Sample Generation Method for Off-policy Reinforcement Learning with Sparse Rewards,3.0,0.0
xuQSp75HmP,PixWizard: Versatile Image-to-Image Visual Assistant with Open-Language Instructions,6.0,0.0
xtlMtbVfWu,EDiT: A Local-SGD-Based Efficient Distributed Training Method for Large Language Models,5.666666666666667,0.4714045207910317
xtTut5lisc,Iterative Feature Space Optimization through Incremental Adaptive Evaluation,5.0,0.0
xsmlrhoQzC,Proactive Agents for Multi-Turn Text-to-Image Generation Under Uncertainty,5.5,0.5
xrtM8r0zdU,Sparse Gradient Compression for Fine-Tuning Large Language Models,5.0,0.0
xrazpGhJ10,SemCLIP: Aligning vision-language encoder models to semantic spaces for stability in retrieval,5.5,0.5
xrXci5YGm7,Emergent properties with repeated examples,5.5,0.5
xoXn62FzD0,Syntactic and Semantic Control of Large Language Models via Sequential Monte Carlo,8.0,0.0
xlxGsX1pc7,U-MATH: A University-Level Benchmark for Evaluating Mathematical Skills in LLMs,5.25,0.4330127018922193
xljPZuprBA,"Exploring Edge Probability Graph Models Beyond Edge Independency: Concepts, Analyses, and Algorithms",5.75,0.4330127018922193
xkR3bcswuC,Generative Models: What Do They Know? Do They Know Things? Let's Find Out!,5.75,0.4330127018922193
xing7dDGh3,Vector-ICL: In-context Learning with Continuous Vector Representations,6.0,0.0
xiQNfYl33p,A Generic Framework for Conformal Fairness,6.0,0.0
xiDJaTim3P,Mixture of Experts Made Personalized: Federated Prompt Learning for Vision-Language Models,5.75,0.4330127018922193
xi3sDtf8A0,L-MSA: Layer-wise Fine-tuning using the Method of Successive Approximations,3.0,0.0
xgtXkyqw1f,MindSearch: Mimicking Human Minds Elicits Deep AI Searcher,5.75,0.4330127018922193
xgQfWbV6Ey,Speculative RAG: Enhancing Retrieval Augmented Generation through Drafting,5.5,0.5
xao3fIJC6M,ChipVQA: Benchmarking Visual Language Models for Chip Design,3.0,0.0
xajif1l65R,Rethinking Dataset Quantization: Efficient Core Set Selection via Semantically-Aware Data Augmentation,5.0,0.0
xW4J2QlqRx,Context Matters: Leveraging Contextual Features for Time Series Forecasting,5.0,0.0
xSSo8kCA9G,FRUGAL: Memory-Efficient Optimization by Reducing State Overhead for Scalable Training,5.2,0.3999999999999999
xQit6JBDR5,Look Around and Find Out: OOD Detection with Relative Angles,5.5,0.5
xQIJ5fjc7q,DAG-Jailbreak: Enhancing Black-box Jailbreak Attacks and Defenses through DAG Dependency Analysis,5.5,0.5
xQAhUIuAc6,Axis-level Reflectional Symmetry Detection with Group-Equivariant Representation,5.333333333333333,0.4714045207910317
xOtOfdbBqK,A Drop-In Solution for On-the-Fly Adaptation of Speculative Decoding in Large Language Models,5.75,0.4330127018922193
xNwmWaq2KN,Novelty Unlocking with Multiobjective Generative Models: Batch Diversity of Human Motions,5.333333333333333,0.4714045207910317
xNgmEWmd9T,Accumulator-Aware Post-Training Quantization for Large Language Models,5.5,0.5
xN6z16agjE,Evaluating word representation for hypernymy relation: with focus on Arabic,3.0,0.0
xJUZHhrh3N,BiVWAC: Improving deep reinforcement learning algorithms using Bias-Variance Weighted Actor-Critic,3.0,0.0
xFvHcgj1fO,OML-AD: Online Machine Learning for Anomaly Detection in Time Series Data,3.0,0.0
xFezgECSLa,On the Design and Analysis of LLM-Based Algorithms,3.0,0.0
xEZiEhjTeq,Stagewise Development in Transformers and the Geometry of the Loss Landscape,5.5,0.5
xE5ZaZGqBW,Hypercone Assisted Contour Generation for Out-of-Distribution Detection,5.5,0.5
xDrFWUmCne,Learning to Discretize Denoising Diffusion ODEs,8.0,0.0
xByvdb3DCm,When Selection Meets Intervention: Additional Complexities in Causal Discovery,8.0,0.0
x6YSsKYJuH,TuBA: Cross-Lingual Transferability of Backdoor Attacks in LLMs with Instruction Tuning,5.0,0.0
x3lE88YkUl,Improving Resistance to Noisy Label Fitting by Reweighting Gradient in SAM,5.2,0.3999999999999999
x1yOHtFfDh,SPORTU: A Comprehensive Sports Understanding Benchmark for Multimodal Large Language Models,5.5,0.5
x1uv2gdjKV,Inference-Time Alignment of Diffusion Models with Direct Noise Optimization,5.5,0.5
x1An5a3U9I,Advancing Graph Generation through Beta Diffusion,6.0,0.0
wwbVYrOMIW,POC: Preventing the Over-Collapse of Classes for Class-Incremental Learning,5.333333333333333,0.4714045207910317
wwVGZRnAYG,BlueSuffix: Reinforced Blue Teaming for Vision-Language Models Against Jailbreak Attacks,5.5,0.5
wwO8qS9tQl,ALMANACS: A Simulatability Benchmark for Language Model Explainability,3.0,0.0
wtMh0PxDPO,3D-GP-LMVIC: Learning-based Multi-View Image Compression with 3D Gaussian Geometric Priors,5.5,0.5
wsb9GNh1Oi,Learning Multiple Initial Solutions to Optimization Problems,5.75,0.4330127018922193
wrXCIsysqB,GaussianBlock: Building Part-Aware Compositional and Editable 3D Scene by Primitives and Gaussians,5.6,0.4898979485566356
wojnTvBXqt,Learning to Rewrite: Generalized Detection of LLM-Generated Text,5.5,0.5
wmmDvZGFK7,PFDiff: Training-Free Acceleration of Diffusion Models Combining Past and Future Scores,6.0,0.0
wmFp2aMhi0,Federated Time Series Generation on Feature and Temporally Misaligned Data,5.5,0.5
wj4Az2454x,UKAN: UNBOUNDED KOLMOGOROV-ARNOLD NETWORKS,5.333333333333333,0.4714045207910317
whaO3482bs,ChroKnowledge: Unveiling Chronological Knowledge of Language Models in Multiple Domains,6.0,0.0
wh6pilyz2L,Chronicling Germany: An Annotated Historical Newspaper Dataset,5.75,0.4330127018922193
wg1PCg3CUP,Scaling Laws for Precision,8.0,0.0
weM4YBicIP,Loopy: Taming Audio-Driven Portrait Avatar with Long-Term Motion Dependency,8.0,0.0
wYZ8rxwvMm,Two-Step Offline Preference-Based Reinforcement Learning with Constrained Actions,3.0,0.0
wYJII5BRYU,Learning Successor Features with Distributed Hebbian Temporal Memory,5.75,0.4330127018922193
wXIncJRlK0,Mirror Descent Actor Critic via Bounded Advantage Learning,5.75,0.4330127018922193
wV9iMiyQcc,RotPruner: Large Language Model Pruning in Rotated Space,5.333333333333333,0.4714045207910317
wUbum0nd9N,On Calibration of LLM-based Guard Models for Reliable Content Moderation,5.75,0.4330127018922193
wPStvOAtjR,LAMDA: Two-Phase Multi-Fidelity HPO via Learning Promising Regions from Data,5.25,0.4330127018922193
wO8WbhsjNG,Bilevel ZOFO: Bridging Parameter-Efficient and Zeroth-Order Techniques for Efficient LLM Fine-Tuning and Meta-Training,5.5,0.5
wLmJIs1uqG,LancBiO: Dynamic Lanczos-aided Bilevel Optimization via Krylov Subspace,5.25,0.4330127018922193
w9bWY6LvrW,Marvel: Accelerating Safe Online Reinforcement Learning with Finetuned Offline Policy,5.2,0.3999999999999999
w5pErXbwQl,Noise-Robust Preference Losses for Deep Regression Models,3.0,0.0
w4C4z80w59,Growth Inhibitors for Suppressing Inappropriate Image Concepts in Diffusion Models,6.0,0.0
w2HYVwXhMh,Unlocking Exocentric Video-Language Data for Egocentric Video Representation Learning,5.75,0.4330127018922193
w2BELPYbU0,I-Max: Maximize the Resolution Potential of Pre-trained Rectified Flow Transformers with Projected Flow,5.25,0.4330127018922193
w0jk3L3IjV,Breaking the Detection-Generalization Paradox on Out-Of-Distribution Data,5.666666666666667,0.4714045207910317
w0389y0W9D,Flat-LoRA: Low-Rank Adaption over a Flat Loss Landscape,5.75,0.4330127018922193
vzItLaEoDa,Open-World Reinforcement Learning over Long Short-Term Imagination,8.0,0.0
vyzPMQ5weJ,TURNIP: A “Nondeterministic” GPU Runtime with CPU RAM Offload,5.2,0.3999999999999999
vyF5aim4US,QFree-Det: Query-Free Detector with Transformer and Sequential Matching,5.25,0.4330127018922193
vxutwN3xQN,MJ-Bench: Is Your Multimodal Reward Model Really a Good Judge for Text-to-Image Generation?,6.0,0.0
vxrtEHc97c,LagEncoder: A Non-Parametric Method for Representation Learning,5.333333333333333,0.4714045207910317
vx1vJIFvd5,O-Edit: Orthogonal Subspace Editing for Language Model Sequential Editing,5.666666666666667,0.4714045207910317
vwOq7twk7L,Image-level Memorization Detection via Inversion-based Inference Perturbation,6.0,0.0
vwENIgfZdQ,Asking Specifically Instead of Ambiguously to Your GPT Improves Image Caption,5.4,0.4898979485566356
vw0NurJ7UX,PrefixQuant: Static Quantization Beats Dynamic through Prefixed Outliers in LLMs,3.0,0.0
vtcn3DnUCw,LASER: Attention using Exponential Transformation,5.5,0.5
vtCkb4KJxr,Adaptive Threshold Sampling for Fast Noisy Submodular Maximization,5.5,0.5
vodsIF3o7N,On the Modeling Capabilities of Large Language Models for Sequential Decision Making,5.5,0.5
vo4AHjowKi,Training-free LLM-generated Text Detection by Mining Token Probability Sequences,6.0,0.0
vl7kf0YHwj,IMDPrompter: Adapting SAM to Image Manipulation Detection by Cross-View Automated Prompt Learning,5.75,0.4330127018922193
vkOaerjEcz,MTMC: Generalized Category Discovery via Maximum Token Manifold Capacity,5.2,0.3999999999999999
vh1e2WJfZp,High-Precision Dichotomous Image Segmentation via Probing Diffusion Capacity,6.0,0.0
vgvnfUho7X,Beyond accuracy: understanding the performance of LLMs on exams designed for humans,3.0,0.0
vgt2rSf6al,MindSimulator: Exploring Brain Concept Localization via Synthetic fMRI,5.75,0.4330127018922193
vgMAtJONKX,Towards Accurate Validation in Deep Clustering through Unified Embedding Learning,5.0,0.0
vf8iou7FNF,RLSF: Reinforcement Learning via Symbolic Feedback,5.75,0.4330127018922193
vf5aUZT0Fz,DEPT: Decoupled Embeddings for Pre-training Language Models,8.0,0.0
veyPSmKrX4,Rethinking Language-Alignment in Human Visual Cortex with Syntax Manipulation and Word Models,5.75,0.4330127018922193
vdUYa7N8Mt,The Rate-Distortion-Perception Trade-Off with Algorithmic Realism,5.5,0.5
vaJ4FObpXN,Learning to Explore and Exploit with GNNs for Unsupervised Combinatorial Optimization,5.75,0.4330127018922193
vZK4pvHFd0,HyDance: A Novel Hybrid  Dance Generation Network with temporal and  frequency features,5.5,0.5
vYBzgwkwZb,BiQAP: Neural Bi-level Optimization-based Framework for Solving Quadratic Assignment Problems,5.666666666666667,0.4714045207910317
vVlNBaiLdN,ESMGain: Effective and Efficient Prediction of Mutation’s functional Effect via ESM2 Transfer Learning and robust Benchmarks,3.0,0.0
vVhZh9ZpIM,The Pitfalls of Memorization: When Memorization Hurts Generalization,5.75,0.4330127018922193
vQxqcVGrhR,DisEnvisioner: Disentangled and Enriched Visual Prompt for Customized Image Generation,6.0,0.0
vQ0zFYJaMo,Your Task May Vary: A Systematic Understanding of Alignment and Safety Degradation when Fine-tuning LLMs,5.333333333333333,0.4714045207910317
vNQLKY7nFM,Learn2Mix: Training Neural Networks Using Adaptive Data Integration,5.333333333333333,0.4714045207910317
vL9t9tpKli,Latent Radiance Fields with 3D-aware 2D Representations,5.75,0.4330127018922193
vKgDbYKZrH,MOGIC: METADATA-INFUSED ORACLE GUIDANCE FOR IMPROVED EXTREME CLASSIFICATION,5.25,0.4330127018922193
vKL1i2p5Xr,Text as Any-Modality for Zero-shot Classification by Consistent Prompt Tuning,5.0,0.0
vJkktqyU8B,Memory Efficient Transformer Adapter for Dense Predictions,6.0,0.0
vJgJSrYPe1,Logic-Logit: A Logic-Based Approach to Choice Modeling,5.5,0.5
v5bK7cQch3,Learning 3D Medical Image Models From Brain Functional Connectivity Network Supervision For Mental Disorder Diagnosis,5.0,0.0
v49jqwmGtM,Convergence Analysis of Gradient Descent under Coordinate-wise Gradient Dominance,5.25,0.4330127018922193
v2nEL42Pvb,SSGNN: Simple Yet Effective Spectral Graph Neural Network,5.0,0.0
v1rFkElnIn,Decoupled Subgraph Federated Learning,6.0,0.0
v0O9FrVTt1,Adaptive Source Localization on Complex Networks via Conditional Diffusion Model,5.25,0.4330127018922193
uyzkKPvVyS,Geometry-aware Score Distillation via 3D Consistent Noising and Gradients,5.25,0.4330127018922193
uy4EavBEwl,Reconciling Model Multiplicity for Downstream Decision Making,6.0,0.0
uy31tqVuNo,Unbounded: A Generative Infinite Game of Character Life Simulation,6.0,0.0
uuEQsqb0GH,Avoiding Catastrophe in Online Learning by Asking for Help,5.75,0.4330127018922193
uuCcK4cmlH,IDS-Agent: An LLM Agent for Explainable Intrusion Detection in IoT Networks,3.0,0.0
uswS6tUCN2,Magnituder Layers for Implicit Neural Representations in 3D,5.333333333333333,0.4714045207910317
urf8a5G59f,X-Diffusion: Generating Detailed 3D MRI Volumes From a Single Image Using Cross-Sectional Diffusion Models,5.5,0.5
uqe5HkjbT9,Trajectory-Class-Aware Multi-Agent Reinforcement Learning,5.75,0.4330127018922193
uq9TLFT7tF,EG4D: Explicit Generation of 4D Object without Score Distillation,6.0,0.0
ulGwcj1egv,FiRST: Finetuning Router-Selective Transformers for Input-Adaptive Latency Reduction,3.0,0.0
ulCAPXYXfa,OmniKV: Dynamic Context Selection for Efficient Long-Context LLMs,6.0,0.0
ukmWcHpa3H,Meta-weighted Diffusion Model for Reliable Online Surgical Phase Recognition,5.75,0.4330127018922193
uiBLOcyTIA,NEXTLOCLLM: NEXT LOCATION PREDICTION USING LLMS,5.25,0.4330127018922193
ubuGgIPVD0,TSTTC: A Large-Scale Dataset for Time-to-Contact Estimation in Driving Scenarios,5.0,0.0
uVDwunWsLz,Benign Overfitting in Single-Head Attention,5.25,0.4330127018922193
uV3Gdoq2ez,Peer Review as A Multi-Turn and Long-Context Dialogue with Role-Based Interactions: Benchmarking Large Language Models,5.666666666666667,0.4714045207910317
uSg854MOWu,Understand Clean Generalization and Robust Overfitting in Adversarial Training from Two Theoretical Views: Representation Complexity and Training Dynamics,5.4,0.4898979485566356
uQjySppU9x,SG-I2V: Self-Guided Trajectory Control in Image-to-Video Generation,5.6,0.4898979485566356
uM2IDdivyC,ConDiff: A Challenging Dataset for Neural Solvers of Partial Differential Equations,3.0,0.0
uIg9Vcw2CY,BiLO: Bilevel Local Operator Learning for PDE inverse problems,6.0,0.0
uIGnuyDSB9,SeRA: Self-Reviewing and Alignment of LLMs using Implicit Reward Margins,6.0,0.0
uHLgDEgiS5,Capturing the Temporal Dependence of Training Data Influence,8.0,0.0
uEqOYXtn7f,HIERARCHICAL EQUIVARIANT GRAPH GENERATION,5.6,0.4898979485566356
uEPRY2XAEs,Active-Dormant Attention Heads: Mechanistically Demystifying Extreme-Token Phenomena in LLMs,5.75,0.4330127018922193
uE84MGbKD7,Benchmarking LLMs' Judgments with No Gold Standard,6.0,0.0
uDXFOurrHM,Learning Partial Graph Matching via Optimal Partial Transport,5.75,0.4330127018922193
uDWcAajewK,Learning from interval targets,5.75,0.4330127018922193
uBnM3EFovQ,Jailbreaking as a Reward Misspecification Problem,5.75,0.4330127018922193
uBcx1aFpXy,OmniBooth: Learning Latent Control for Image Synthesis with Multi-modal Instruction,5.75,0.4330127018922193
uBEl8DMA8K,Addressing Data Heterogeneity In Federated Learning With Adaptive Normalization-Free Feature Recalibration,5.25,0.4330127018922193
uAtDga3q0r,Adaptive Rank Allocation: Speeding Up Modern Transformers with RaNA Adapters,6.0,0.0
uApm5otXfH,Interleaving Optimizers for DNN Training,5.75,0.4330127018922193
uAFHCZRmXk,"Two Effects, One Trigger: On the Modality Gap, Object Bias, and Information Imbalance in Contrastive Vision-Language Models",8.0,0.0
u8VOQVzduP,Exploring Prosocial Irrationality for LLM Agents: A Social Cognition View,5.75,0.4330127018922193
u8SYRtXDsZ,AVESFormer: Efficient Transformer Design for Real-Time Audio-Visual Segmentation,5.25,0.4330127018922193
u7oY4kPKyN,CLIP-to-Seg Distillation for Inductive Zero-shot Semantic Segmentation,5.0,0.0
u6vC7KaFel,Instant Transformer Adaption via HyperLoRA,5.25,0.4330127018922193
u4dORXVAnx,Numerical Pitfalls in Policy Gradient Updates,5.6,0.4898979485566356
u48BF5O7oL,Efficient Bayesian DNN Compression through Sparse Quantized Sub-distributions,5.75,0.4330127018922193
u3TL0qxLWf,SeedLM: Compressing LLM Weights into Seeds of Pseudo-Random Generators,6.0,0.0
u1cQYxRI1H,Scaling In-the-Wild Training for Diffusion-based Illumination Harmonization and Editing by Imposing Consistent Light Transport,10.0,0.0
tyEyYT267x,Block Diffusion: Interpolating Between Autoregressive and Diffusion Language Models,8.0,0.0
tvLnYGAaY1,Rethinking the Roles of Time and Frequency Domains Before Tackling Time Series UDA,5.25,0.4330127018922193
tuEP424UQ5,On Generalization Across Environments In Multi-Objective Reinforcement Learning,5.75,0.4330127018922193
tt0SCefKQL,Masked VAE: Distributionally-Informed Self-Supervised Vision Learning,3.0,0.0
ts1F3BVaDI,Marginalization Consistent Mixture of Separable Flows for Probabilistic Irregular Time Series Forecasting,5.333333333333333,0.4714045207910317
trj2Jq8riA,Interpretable Vision-Language Survival Analysis with Ordinal Inductive Bias for Computational Pathology,5.666666666666667,0.4714045207910317
trKee5pIFv,RainbowPO: A Unified Framework for Combining Improvements in Preference Optimization,6.0,0.0
tpYeermigp,Physics-Informed Diffusion Models,5.75,0.4330127018922193
to4PdiiILF,Honesty to Subterfuge: In-Context Reinforcement Learning Can Make Honest Models Reward Hack,3.0,0.0
tmSWFGpBb8,Learning the Complexity of Weakly Noisy Quantum States,6.0,0.0
tlH4vDii0E,Fine-Tuning Pre-trained Language Models for Robust Causal Representation Learning,5.6,0.4898979485566356
tl0jpyVXgk,Instance-wise Knowledge Enhancement for 3D Instance Segmentation,5.2,0.3999999999999999
tkqNDbukWW,DeCoRe: Decoding by Contrasting Retrieval Heads to Mitigate Hallucinations,5.5,0.5
tjlTczcnPz,SliM-LLM: Salience-Driven Mixed-Precision Quantization for Large Language Models,5.4,0.4898979485566356
thV5KRQFgQ,Rationalizing and Augmenting Dynamic Graph Neural Networks,5.75,0.4330127018922193
tePFpDgyqg,Scaling Long Context Training Data by Long-Distance Referrals,5.5,0.5
teE4pl9ftK,Gradient-Free Generation for Hard-Constrained Systems,5.4,0.4898979485566356
tdttNKCtyB,ROSE: Register-Assisted General Time Series Forecasting with Decomposed Frequency Learning,5.75,0.4330127018922193
tdfHABLdxR,Constrained Skill Discovery: Quadruped Locomotion with Unsupervised Reinforcement Learning,5.25,0.4330127018922193
tbx3u2oZAu,A Theory for Token-Level Harmonization in Retrieval-Augmented Generation,6.0,0.0
tZk3LnvVtK,Measuring Language Model Uncertainty With Internal Concepts,5.6,0.4898979485566356
tZiMLgsHMu,JudgeRank: Leveraging Large Language Models for Reasoning-Intensive Reranking,5.25,0.4330127018922193
tXUkT709OJ,COFlowNet: Conservative Constraints on Flows Enable High-Quality Candidate Generation,5.666666666666667,0.4714045207910317
tVfvKrboVY,E2LLM: Encoder Elongated Large Language Models for Long-Context Understanding and Reasoning,5.6,0.4898979485566356
tVRVE0OAyb,Precedence-Constrained Winter Value for Effective Graph Data Valuation,5.5,0.5
tTPHgb0EtV,Booster: Tackling Harmful Fine-tuning for Large Language Models via Attenuating Harmful Perturbation,8.0,0.0
tTBXePRKSx,Self-Correcting Decoding with Generative Feedback for Mitigating Hallucinations in Large Vision-Language Models,6.0,0.0
tRNKe2Vgqt,MMWorld: Towards Multi-discipline Multi-faceted World Model Evaluation in Videos,6.0,0.0
tO58o0ahdg,Decentralizing Test-time Adaptation under Heterogeneous Data Streams,5.25,0.4330127018922193
