id,title,average_rating,std_rating
ygxTuVz9eU,VDC: Versatile Data Cleanser based on Visual-Linguistic Inconsistency by Multimodal Large Language Models,6.0,0.0
yf8MaCjs4j,Task-to-Instance Prompt Learning for Vision-Language Models at Test Time,5.5,0.5
yeeVBMDAwy,Variance-enlarged Poisson Learning for Graph-based Semi-Supervised Learning with Extremely Sparse Labeled Data,6.0,0.0
yeKQXf08Db,Dynamic Continuous Hyperparameter Tuning for Generalized Linear Contextual Bandits,5.333333333333333,0.4714045207910317
ye3NrNrYOY,Temporal Causal Mechanism Transfer for Few-shot Action Recognition,5.25,0.4330127018922193
ybiwT2yP1c,BIRB: A Generalization Benchmark for Information Retrieval in Bioacoustics,5.0,0.0
yZJapMWdHZ,Shifting Attention to Relevance: Towards the Uncertainty Estimation of Large Language Models,6.0,0.0
yYylDyLnzt,Dantzig-Wolfe Decomposition and Deep Reinforcement Learning,3.0,0.0
yVJd8lKyVX,Hybrid Sharing for Multi-Label Image Classification,6.0,0.0
yRrPfKyJQ2,Conversational Drug Editing Using Retrieval and Domain Feedback,6.0,0.0
yR5QbFv4Xb,Towards Faithful Neural Network Intrinsic Interpretation with Shapley Additive Self-Attribution,5.333333333333333,0.4714045207910317
yQUbpAHbIZ,Post-Nonlinear Causal Relationship with Finite Samples: A Maximal Correlation Perspective,6.0,0.0
yLgr02IsXY,AMPipe: Accelerating MoE Model Training with Intra-Block Pipelining,5.25,0.4330127018922193
yID2fdta1Z,Robust Graph Neural Networks via Unbiased Aggregation,5.0,0.0
yGdoTL9g18,Residual Factorized Fourier Neural Operator for simulation of three-dimensional turbulence,3.0,0.0
yBZd6mCWXd,WI3D: Weakly Incremental 3D Detection via Visual Prompts,5.333333333333333,0.4714045207910317
yBP36xQhZl,Forward Gradient Training of Spiking Neural Networks,5.0,0.0
yBIJRIYTqa,Bandits with Replenishable Knapsacks: the Best of both Worlds,6.0,0.0
y33lDRBgWI,AdjointDPM: Adjoint Sensitivity Method for Gradient Backpropagation of Diffusion Probabilistic Models,6.0,0.0
y2qZhSTtzU,IMO: Greedy Layer-Wise Sparse Representation Learning for Out-of-Distribution Text Classification with Pre-trained Models,3.0,0.0
xxYRKXlviA,Enhancing Weakly Supervised 3D Medical Image Segmentation through Probabilistic-aware Learning,3.0,0.0
xx0ITyHp3u,Sparse Model Soups: A Recipe for Improved Pruning via Model Averaging,5.75,0.4330127018922193
xx05gm7oQw,Debias your VLM with Counterfactuals: A Unified Approach,5.0,0.0
xuY33XhEGR,ClimODE: Climate and Weather Forecasting with Physics-informed Neural ODEs,8.0,0.0
xriGRsoAza,Inherently Interpretable Time Series Classification via Multiple Instance Learning,8.0,0.0
xrFTey4pY6,Interactive Model Correction with Natural Language,5.333333333333333,0.4714045207910317
xqxG5WogN6,Distribution Shift-Aware Prediction Refinement for Test-Time Adaptation,5.666666666666667,0.4714045207910317
xpw7V0P136,Teaching Language Models to Hallucinate Less with Synthetic Tasks,6.0,0.0
xmQuUqSynb,Rethinking Adversarial Robustness in the Context of the Right to be Forgotten,5.75,0.4330127018922193
xm8okHEC3G,Boosting Dataset Distillation with the Assistance of Crucial Samples,5.75,0.4330127018922193
xle26hcxHh,AudoFormer: An Efficient Transformer with Consistent Auxiliary Domain for Source-free Domain Adaptation,5.0,0.0
xkzbcpNqsy,Addressing Covariate Shifts with Influence Aware Energy Regularization,3.0,0.0
xibcBSuuq0,Do not Start with Trembling Hands: Improving Multi-agent Reinforcement Learning with Stable Prefix Policy,5.0,0.0
xiGwCVzsCi,Discrimination-free Pricing with Privatized Sensitive Attributes,5.666666666666667,0.4714045207910317
xhCZD9hiiA,Towards Training Without Depth Limits: Batch Normalization Without Gradient Explosion,6.0,0.0
xh3XUaB8M9,Visual Evidence Prompting Mitigates Hallucinations in Multimodal Large Language Models,5.5,0.5
xh0XzueyCJ,Plug-And-Play Controllable Graph Generation With Diffusion Models,5.75,0.4330127018922193
xbjSwwrQOe,Statistical Rejection Sampling Improves Preference Optimization,5.666666666666667,0.4714045207910317
xXtD9P2lvH,Directed Graph Generation with Heat Kernels,5.75,0.4330127018922193
xVlcbh0poD,AutoRT: Embodied Foundation Models for Large Scale Orchestration of Robotic Agents,5.25,0.4330127018922193
xVBXz7wD2m,"GatedMTL: Learning to Share, Specialize, and Prune Representations for Multi-task Learning",5.25,0.4330127018922193
xUe1YqEgd6,Unsupervised motion segmentation in one go: Smooth long-term model over a video,5.0,0.0
xU0XRbn3b5,Privacy at Interpolation: Precise Analysis for Random and NTK Features,6.0,0.0
xI4yNlkaqh,Towards 3D Molecule-Text Interpretation in Language Models,5.75,0.4330127018922193
xGvPKAiOhq,How Over-Parameterization Slows Down Gradient Descent in Matrix Sensing: The Curses of Symmetry and Initialization,8.0,0.0
x36mCqVHnk,Improving Sample Efficiency of Model-Free Algorithms for Zero-Sum Markov Games,5.5,0.5
x2rZGCbRRd,Extracting Post-Treatment Covariates for Heterogeneous Treatment Effect Estimation,5.5,0.5
x13bw5VQkf,A Coefficient Makes SVRG Effective,5.25,0.4330127018922193
wwotGBxtC3,Data-Efficient Molecular Generation with Hierarchical Textual Inversion,5.75,0.4330127018922193
wwJJUamHVp,Finite Element Operator Learning for Solving Parametric PDEs without Labeled Data,3.0,0.0
wtJS8YDQBc,DEER: A Delay-Resilient Framework for Reinforcement Learning with Variable Delays,5.25,0.4330127018922193
wsWGcw6qKD,Toward Student-oriented Teacher Network Training for Knowledge Distillation,5.25,0.4330127018922193
wsRXwlwx4w,Consistency-guided Prompt Learning for Vision-Language Models,5.75,0.4330127018922193
wriKDQqiOQ,On the Effect of Batch Size in Byzantine-Robust Distributed Learning,6.0,0.0
wraoHMbvFp,GPT as Visual Explainer,5.5,0.5
wpuQonyeXN,Provably Efficient Exploration in Quantum Reinforcement Learning with Logarithmic Worst-Case Regret,6.0,0.0
wkbeqr5XhC,LUM-ViT: Learnable Under-sampling Mask Vision Transformer for Bandwidth Limited Optical Signal Acquisition,6.0,0.0
wiYV0KDAE6,Diffusion Models for Tabular Data Imputation and Synthetic Data Generation,5.75,0.4330127018922193
wgmOXVTGdb,LayoutDETR: Detection Transformer Is a Good Multimodal Layout Designer,5.25,0.4330127018922193
wceM64q7Pd,Depth From Camera Model,3.0,0.0
wZWTHU7AsQ,Game-Theoretic Robust Reinforcement Learning Handles Temporally-Coupled Perturbations,5.333333333333333,0.4714045207910317
wTtDgucL7h,Two Facets of SDE Under an Information-Theoretic Lens: Generalization of SGD via Training Trajectories and via Terminal States,5.75,0.4330127018922193
wT8G45QGdV,Consistent123: Improve Consistency for One Image to 3D Object Synthesis,5.5,0.5
wPK65O4pqS,STFormer : Spatial Temporal Spiking Transformer,3.0,0.0
wOelVq8fwL,Adapting LLM Agents Through Communication,5.5,0.5
wKNKnXjCfT,Efficient Identification of Direct Causal Parents via Invariance and Minimum Error Testing,6.0,0.0
wFf9m4v7oC,Causal Inference with Conditional Front-Door Adjustment and Identifiable Variational Autoencoder,5.75,0.4330127018922193
wFWuX1Fhtj,On the Hardness of Constrained Cooperative Multi-Agent Reinforcement Learning,5.833333333333333,0.3726779962499649
wDd4Zcnc08,HP$^3$-NS: Hybrid Perovskite Property Prediction Using Nested Subgraph,5.0,0.0
wDE3clrYWR,Combinatorial Optimization via Memory Metropolis: Template Networks for Proposal Distributions in Simulated Annealing applied to Nanophotonic Inverse Design,5.0,0.0
wAyTOazvN0,Learning Multiplex Embeddings on Text-rich Networks with One Text Encoder,5.75,0.4330127018922193
wAsjsSe0U6,Visual Semantic Learning via Early Stopping in Inverse Scale Space,5.5,0.5
w8eCnnq57m,LoraHub: Efficient Cross-Task Generalization via Dynamic LoRA Composition,5.333333333333333,0.4714045207910317
w7BwaDHppp,Geometry-Aware Projective Mapping for Unbounded Neural Radiance Fields,5.5,0.5
w50MQ9Vfty,Independent-Set Design of Experiments for Estimating Treatment and Spillover Effects under Network Interference,5.5,0.5
w4abltTZ2f,Batched Low-Rank Adaptation of Foundation Models,8.0,0.0
w49jlMWDSA,GIST: Generating Image-Specific Text for Fine-grained Object Representations,5.333333333333333,0.4714045207910317
w2GlpOHdg1,Atoms as Words: A Novel Approach to Deciphering Material Properties using NLP-inspired Machine Learning on Crystallographic Information Files (CIFs),3.0,0.0
w1JanwReU6,Are Models Biased on Text without Gender-related Language?,5.5,0.5
vxZW1aROZA,EcoAssistant: Using LLM Assistant More Affordably and Accurately,5.333333333333333,0.4714045207910317
vtyasLn4RM,CoRe-GD: A Hierarchical Framework for Scalable Graph Visualization with GNNs,5.75,0.4330127018922193
vrhrhGrdXm,KBFormer: A Transformer-based Diffusion Model of Structured Entities with Heterogeneous Properties,5.6,0.4898979485566356
vrBVFXwAmi,Towards LLM4QPE: Unsupervised Pretraining of Quantum Property Estimation and A Benchmark,8.0,0.0
vqIH0ObdqL,Can Large Language Models Infer Causation from Correlation?,6.0,0.0
vpV7fOFQy4,When should we prefer Decision Transformers for Offline Reinforcement Learning?,6.0,0.0
vpJMJerXHU,ModernTCN: A Modern Pure Convolution Structure for General Time Series Analysis,8.0,0.0
vngVydDWft,From Bricks to Bridges: Product of Invariances to Enhance Latent Space Communication,6.0,0.0
viftsX50Rt,General Graph Random Features,8.0,0.0
viNQSOadLg,Biological Sequence Editing with Generative Flow Networks,5.666666666666667,0.4714045207910317
viJlKbTfbb,What If You Were Not There? Learning Causally-Aware Representations of Multi-Agent Interactions,5.666666666666667,0.4714045207910317
viC3cpWFTN,Clip21: Error Feedback for Gradient Clipping,5.333333333333333,0.4714045207910317
vgD20RxsC0,Time Series Prediction With  Events Disturbance Based Causal Representation Learnin,3.0,0.0
vg7dECgAw2,Automatic Calibration and Error Correction for Generative Large Language Models via Pareto Optimal Self-Supervision,5.75,0.4330127018922193
va9hbzIggi,Deceptive-NeRF: Enhancing NeRF Reconstruction using Pseudo-Observations from Diffusion Models,5.666666666666667,0.4714045207910317
vZfi5to2Xl,SAS: Structured Activation Sparsification,6.0,0.0
vZEgj0clDp,Revisiting Knowledge Tracing: A Simple and Powerful Model,5.5,0.5
vXxardq6db,SliceGPT: Compress Large Language Models by Deleting Rows and Columns,5.6,0.4898979485566356
vUgeBN7F9l,PolyFormer: Scalable Graph Transformer via Polynomial Attention,5.5,0.5
vULHgaoASR,MissDiff: Training Diffusion Models on Tabular Data with Missing Values,5.75,0.4330127018922193
vSwu81S33z,Enhancing Transfer Learning with Flexible Nonparametric Posterior Sampling,6.0,0.0
vSkcS3qnZk,Emergent Corpus Pretraining Benefits Vision Language Modeling,3.0,0.0
vN9fpfqoP1,Fine-Tuned Language Models Generate Stable Inorganic Materials as Text,5.666666666666667,0.4714045207910317
vMNpv5OBGb,UniAP: Unifying Inter- and Intra-Layer Automatic Parallelism by Mixed Integer Quadratic Programming,5.666666666666667,0.4714045207910317
vMBNUCZ4cS,Graph Neural Tangent Kernel and Graph Neural Network Gaussian Processes for Node Classification/ Regression,5.666666666666667,0.4714045207910317
vM1xZ9kDUj,Capture Concept through Comparison: Vision-and-Language Representation Learning with Intrinsic Information Mining,5.75,0.4330127018922193
vKViCoKGcB,Intriguing Properties of Data Attribution on Diffusion Models,6.0,0.0
vDJ4tzczlG,Fair Text-to-Image Diffusion via Fair Mapping,5.4,0.4898979485566356
vA5Rs9mu97,Compressed Online Sinkhorn,5.5,0.5
v9Sfo2hMJl,Rethinking the Temporal Modeling for Time Series Forecasting with Hybrid Modeling,5.666666666666667,0.4714045207910317
v9Pguuamfp,Explaining Emergent In-Context Learning as Kernel Regression,5.6,0.4898979485566356
v8eWha27jw,Accelerating Federated Learning with Quick Distributed Mean Estimation,5.5,0.5
v5BcZzkAXg,Multi-label Learning with Random Circular Vectors,5.25,0.4330127018922193
v3XXtxWKi6,RLCD: Reinforcement Learning from Contrastive Distillation for LM Alignment,5.8,0.3999999999999999
v1VvCWJAL8,Towards Characterizing Domain Counterfactuals for Invertible Latent Causal Models,5.75,0.4330127018922193
v0zNCwwkaV,How to Capture Higher-order Correlations? Generalizing Matrix Softmax Attention to Kronecker Computation,8.0,0.0
uxYye6i2Xi,Composing Recurrent Spiking Neural Networks using Locally-Recurrent Motifs and Risk-Mitigating Architectural Optimization,5.25,0.4330127018922193
uw5U7FfTRf,BaDLoss: Backdoor Detection via Loss Dynamics,3.0,0.0
uvFhCUPjtI,Beyond Spatio-Temporal Representations: Evolving Fourier Transform for Temporal Graphs,6.0,0.0
utESCpnVBN,Active Probabilistic Clustering,3.0,0.0
usrChqw6yK,LLMs Meet VLMs: Boost Open Vocabulary Object Detection with Fine-grained Descriptors,6.0,0.0
uqYjAQ5diD,Factorized Neural Radiance Field with Depth Covariance Function for Dense RGB Mapping,3.0,0.0
umUIYdLtvh,EquiPocket: an E(3)-Equivariant Geometric Graph Neural Network for Ligand Binding Site Prediction,5.5,0.5
ukmwyfjqoN,ReBotNet: Fast Real-time Video Enhancement,5.25,0.4330127018922193
ukidfml68f,Enhancing High-Resolution 3D Generation through Pixel-wise Gradient Clipping,6.0,0.0
ujX2l7mNX6,MindGPT: Interpreting What You See with Non-invasive Brain Recordings,5.75,0.4330127018922193
uizIvVBY8P,Continual Supervised Anomaly Detection,5.666666666666667,0.4714045207910317
uikf2Ue0XQ,Visual Grounding with attention-driven constraint balancing,5.5,0.5
ucMRo9IIC1,Image Hijacks: Adversarial Images can Control Generative Models at Runtime,5.0,0.0
uXBIfzhu9T,The Blessings of Multiple Treatments and Outcomes in Treatment Effect Estimation,5.25,0.4330127018922193
uUEvmY8Gfz,De novo Drug Design using Reinforcement Learning with Dynamic Vocabulary,3.0,0.0
uUELOzcTk8,Constructing Semantics-Aware Adversarial Examples with Probabilistic Perspective,5.25,0.4330127018922193
uRXxnoqDHH,MoAT: Multi-Modal Augmented Time Series Forecasting,5.0,0.0
uNrFpDPMyo,Model Tells You What to Discard: Adaptive KV Cache Compression for LLMs,8.0,0.0
uNl1UsUUX2,Improving Generalization for Small Datasets with Data-Aware Dynamic Reinitialization,5.5,0.5
uNkKaD3MCs,Learning with Mixture of Prototypes for Out-of-Distribution Detection,5.75,0.4330127018922193
uMAujpVi9m,Self-supervised Pocket Pretraining via Protein Fragment-Surroundings Alignment,6.0,0.0
uGtfk2OphU,Towards Faithful Explanations: Boosting Rationalization with Shortcuts Discovery,5.666666666666667,0.4714045207910317
uFbWHyTlPn,Differentially Private SGD Without Clipping Bias: An Error-Feedback Approach,6.0,0.0
uDNP1q5aZq,Boosting Backdoor Attack with A Learnable Poisoning Sample Selection Strategy,5.5,0.5
uAKk0I3xxm,DiffiT: Diffusion Vision Transformers for Image Generation,5.0,0.0
u7559ZMvwY,Adversarial Training on Purification (AToP): Advancing Both Robustness and Generalization,5.666666666666667,0.4714045207910317
u6imHU4Ebu,Large Language Models as Generalizable Policies for Embodied Tasks,5.75,0.4330127018922193
u4CQHLTfg5,Individual Fairness as an Extension of Group Fairness,3.0,0.0
u3dX2CEIZb,Scaling physics-informed hard constraints with mixture-of-experts,6.0,0.0
u2as4lHoyl,ReFACT: Updating Text-to-Image Models by Editing the Text Encoder,5.0,0.0
u1yvEwYfK9,Learning Label Shift Correction for Test-Agnostic Long-Tailed Recognition,5.666666666666667,0.4714045207910317
u0INlprg3U,LIFT: Efficient Layer-wise Fine-tuning for Large Model Models,5.5,0.5
tyIPw2m3Um,Probability-dependent gradient decay in large margin softmax,5.333333333333333,0.4714045207910317
twhn5XvOtt,Collaborative Prompt Tuning for Black-Box Vision-Language Models,5.0,0.0
twSnZwiOIm,Learning invariant representations of time-homogeneous stochastic dynamical systems,6.0,0.0
tqiAfRT1Lq,Eliciting Human Preferences with Language Models,5.5,0.5
tqhAA26vXE,ChatKBQA: A Generate-then-Retrieve Framework for Knowledge Base Question Answering with Fine-tuned Large Language Models,5.666666666666667,0.4714045207910317
tqh1zdXIra,Quick-Tune: Quickly Learning Which Pretrained Model to Finetune and How,8.0,0.0
tqHgSxRwiK,Test Relative Fairness in Human Decisions With Machine Learning,3.0,0.0
toD3yzfuaf,Meta-Learning with Personalized Learning Rates for Rapid Task Mastery,3.0,0.0
tnBaiidobu,Does CLIP’s generalization performance mainly stem from high train-test similarity?,5.75,0.4330127018922193
tnAPOvvNzZ,"JsonTuning: Towards Generalizable, Robust, and Controllable Instruction Tuning",5.5,0.5
tj4a1JY03u,Enhanced Visual Instruction Tuning for Text-Rich Image Understanding,5.5,0.5
thbtoAkCe9,$\mathbb{D}^2$ Pruning: Message Passing for Balancing Diversity & Difficulty in Data Pruning,5.6,0.4898979485566356
thFwKIRqmG,ReLU to the Rescue: Improve Your On-Policy Actor-Critic with Positive Advantages,5.5,0.5
tcx84iyqaC,Reward Collapse in Aligning Large Language Models,5.333333333333333,0.4714045207910317
tc1jaWpi7M,Completing Visual Objects via Bridging Generation and Segmentation,5.75,0.4330127018922193
ta26LtNq2r,Learning to Reject Meets Long-tail Learning,8.0,0.0
tVTN7Zs0ml,GraphCare: Enhancing Healthcare Predictions with Personalized Knowledge Graphs,6.0,0.0
tUtGjQEDd4,Generative Modeling with Phase Stochastic Bridge,8.0,0.0
tUiYbVqcuQ,A2FC: A FEDERATED ADVANTAGE ACTOR-CRITIC LEARNING APPROACH FOR HETEROGENEOUS ACTION SPACES,3.0,0.0
tQqLV2N0uz,Reprompting: Automated Chain-of-Thought Prompt Inference Through Gibbs Sampling,5.4,0.4898979485566356
tI3eqOV6Yt,Adaptivity and Modularity for Efficient Generalization Over Task Complexity,5.0,0.0
tGOOP7DGxs,Graph Transformers for Large Graphs,5.0,0.0
tEgrUrUuwA,Partitioning Message Passing for Graph Fraud Detection,5.5,0.5
tDxGthJkSD,Hybrid Classification-Regression Adaptive Loss for Dense Object Detection,3.0,0.0
t9dWHpGkPj,Language Model Inversion,5.5,0.5
t8vJSIsLhC,SMPE: A Framework for Multi-Dimensional Permutation Equivariance,6.0,0.0
sysX9XMGdF,Understanding and Tackling Over-Dilution in Graph Neural Networks,5.5,0.5
svSWP21tdp,Fairness Feedback Loops: Training on Synthetic Data Amplifies Bias,3.0,0.0
spvaV5LELF,Measuring Vision-Language STEM Skills of Neural Models,6.0,0.0
skcTCdJz0f,Probabilistic Self-supervised Representation Learning via Scoring Rules Minimization,5.666666666666667,0.4714045207910317
sehRvaIPQQ,Let Models Speak Ciphers: Multiagent Debate through Embeddings,5.5,0.5
sdn7ocpvuX,Advective Diffusion Transformers for Topological Generalization in Graph Learning,3.0,0.0
sbiU3WZpTp,On the Robustness of Latent Diffusion Models,5.333333333333333,0.4714045207910317
saj54kqrBj,Self-Tuning Self-Supervised Anomaly Detection,5.666666666666667,0.4714045207910317
sYv3OMboTF,ExcelFormer: Making Neural Network Excel in Small Tabular Data Prediction,5.0,0.0
sTf7mXhTVt,Query Efficient  Black-Box  Adversarial Attack with Automatic Region Selection,5.25,0.4330127018922193
sRyGgkdQ47,Making Batch Normalization Great in Federated Deep Learning,5.25,0.4330127018922193
sRop0N5NYV,Tactics of Robust Deep Reinforcement Learning with Randomized Smoothing,5.0,0.0
sNtDKdcI1f,A Long Way To Go: Investigating Length Correlations in RLHF,6.0,0.0
sNDysNeSHg,Splatting-based Motion Context Encoding for Deep Video Compression,3.0,0.0
sJCIv4aUQu,ADOPT: Modified Adam Can Converge with the Optimal Rate with Any Hyperparameters,5.25,0.4330127018922193
sDlMJVXXeV,Neural varifolds: an aggregate representation for quantifying geometry of point clouds,5.0,0.0
s5hSp7EdL3,The Human-AI Substitution game: active learning from a strategic labeler,6.0,0.0
rzF0R6GOd4,Neural SDF Flow for 3D Reconstruction of Dynamic Scenes,8.0,0.0
rvj1mn8q8D,TextGenSHAP: Scalable Post-hoc Explanations in Text Generation with Long Documents,5.75,0.4330127018922193
ruQkcBfzpm,mBLIP: Efficient Bootstrapping of Multilingual Vision-LLMs,5.5,0.5
rtl4XnJYBh,Understanding the Robustness of Multi-modal Contrastive Learning to Distribution Shift,5.5,0.5
rsY6J3ZaTF,DistillSpec: Improving Speculative Decoding via Knowledge Distillation,6.0,0.0
rpP1eWWgOs,Surface Representation in LiDAR Scenes,5.25,0.4330127018922193
rmg0qMKYRQ,Intriguing Properties of Generative Classifiers,8.0,0.0
rkplYfqUr0,Gen-Z: Generative Zero-Shot Text Classification with Contextualized Label Descriptions,6.0,0.0
rfSfDSFrRL,Gated recurrent neural networks discover attention,5.5,0.5
rcFXg2aqEj,LMDX: Language Model-based Document Information Extraction and Localization,5.666666666666667,0.4714045207910317
rYhDcQudVI,Score-based Conditional Generation with Fewer Labeled Data by Self-calibrating Classifier Guidance,5.0,0.0
rUx0zQFwD1,Quantum Speedups in Linear Programming via Sublinear Multi-Gibbs Sampling,5.333333333333333,0.4714045207910317
rTdbRWWdR5,M-IDAS: MULTI-MODAL INTRUSION DETECTION AND ANALYTIC SYSTEM,3.0,0.0
rINBD8jPoP,Curriculum reinforcement learning for quantum architecture search under hardware errors,5.6,0.4898979485566356
rGdEM131Ht,GENERATIVE TIME SERIES LEARNING WITH TIME-FREQUENCY FUSED ENERGY-BASED MODEL,5.6,0.4898979485566356
rEQ8OiBxbZ,3D Molecular Pretraining via Localized Geometric Generation,3.0,0.0
r8h2uUX22d,Understanding MLP-Mixer as a wide and sparse MLP,5.8,0.3999999999999999
r7cYRi7NxT,Hierarchical Side-Tuning for Vision Transformers,5.25,0.4330127018922193
r5sikTJ94y,Reshape and Adapt for Output Quantization (RAOQ): Quantization-aware Training for In-memory Computing Systems,5.25,0.4330127018922193
r2uhY4pXrb,ViCo: Plug-and-play Visual Condition for Personalized Text-to-image Generation,5.5,0.5
r125wFo0L3,Large Trajectory Models are Scalable Motion Predictors and Planners,5.0,0.0
qxLVaYbsSI,Robust Training of Federated Models with Extremely Label Deficiency,6.0,0.0
qtE9K23ISq,Towards domain-invariant Self-Supervised Learning with Batch Styles Standardization,5.8,0.3999999999999999
qqExiDNsa7,Which pre-trained model is effective for speech separation ?,5.0,0.0
qpuxHL9X3d,Efficient Diversified Attack: Multiple Diversification Strategies Lead to the Efficient Adversarial Attacks,5.25,0.4330127018922193
qm46g9Ri15,AlignCLIP: Enhancing Stable Representations in Vision-Language Pretraining Models through Attention and Prediction Alignment,5.25,0.4330127018922193
qi5Xa2cOZg,Learning with Language-Guided State Abstractions,5.666666666666667,0.4714045207910317
qgyLAr2cOs,Fixed-Budget Best Arm Identification with Variance-Dependent Regret Bounds,5.75,0.4330127018922193
qg5JENs0N4,Closing the Gap between TD Learning and Supervised Learning - A Generalisation Point of View.,5.5,0.5
qcigbR1UYA,Performance Bounds for Active Binary Testing with Information Maximization,5.25,0.4330127018922193
qaJxPhkYtD,Counting Graph Substructures with Graph Neural Networks,6.0,0.0
qWtz3dOmML,Diffusion Models without Attention,3.0,0.0
qTui9aQ3VW,How Robust Are Energy-Based Models Trained With Equilibrium Propagation?,6.0,0.0
qT7DXUmX7j,Extending Power of Nature from Binary to Real-Valued Graph Learning in Real World,5.666666666666667,0.4714045207910317
qPwQj4Mf3u,Hopfield Encoding Networks,3.0,0.0
qOgLmcJxxF,Sample-Efficient Training for Score-Based Diffusion,5.75,0.4330127018922193
qOFLn0pMoe,High-Probability Convergence for Composite and Distributed Stochastic Minimization and Variational Inequalities with Heavy-Tailed Noise,5.0,0.0
qODvxQ8TXW,"Masks, Signs, And Learning Rate Rewinding",6.0,0.0
qJ5EFFGuFU,SAIR: LEARNING SEMANTIC-AWARE IMPLICIT REPRESENTATION,5.5,0.5
qDdSRaOiyb,Explaining Time Series via Contrastive and Locally Sparse Perturbations,5.75,0.4330127018922193
qDKTMjoFbC,BurstAttention: An Efficient Distributed Attention Framework for Extremely Long Sequences,5.6,0.4898979485566356
qCyhvr0GG8,VONet: Unsupervised Video Object Learning With Parallel U-Net Attention and Object-wise Sequential VAE,5.5,0.5
qAoxvePSlq,DQ-LoRe: Dual Queries with Low Rank Approximation Re-ranking for In-Context Learning,5.75,0.4330127018922193
q7XxKp2rHs,SMAFace: Sample Mining Guided Adaptive Loss for Face Recognition,3.0,0.0
q6WtaLj8O1,Fully Hyperbolic Representation Learning on Knowledge Hypergraph,3.0,0.0
q57JLSE2j5,Large-Vocabulary 3D Diffusion Model with Transformer,6.0,0.0
q4pC5Gn8HJ,Contraction and Alienation: Towards Theoretical Understanding of Non-Contrastive Learning with Neighbor-Averaging Dynamics,5.666666666666667,0.4714045207910317
q4cfN6PGY7,Towards Deep Viticultural Representations: Joint Region and Grape Variety Embeddings,3.0,0.0
q4AEBLHuA6,Solving High Frequency and Multi-Scale PDEs with Gaussian Processes,5.75,0.4330127018922193
q3KNrmW6Ql,Adversarial Attacks on Fairness of Graph Neural Networks,6.0,0.0
q20O1J9ujh,VideoGLUE: Video General Understanding Evaluation of Foundation Models,5.5,0.5
pxOUk9OHYP,CutSharp: A Simple Data Augmentation Method for Learned Image Compression,3.0,0.0
